proteinA;proteinB
P38088;Q99190
P38088;P12868
P38088;P40061
P38088;Q12380
P38088;P09232
P39904;Q04329
P39904;P38959
P39904;P32913
P39904;P25613
P39904;Q12527
P39904;P12868
P39904;P32318
P39904;Q07895
P39904;Q05637
P39904;P33894
Q06385;Q04934
Q06385;Q12016
Q06385;Q00582
Q06385;P32318
Q06385;P14359
Q06385;Q12241
Q06385;P38929
Q06385;Q00582
Q06385;P34240
Q06385;P33894
P40107;P38270
P40107;P17261
P40107;Q04119
P40107;P14772
P40107;Q04562
P40107;P32913
P40107;Q12016
P40107;Q08921
P40107;P41318
P40107;Q08236
Q03697;Q04991
Q03697;Q99385
Q03697;Q12016
Q03697;P32913
Q03697;P32343
Q03697;Q12255
Q03697;P07267
Q03697;P38358
Q03697;Q03897
Q03697;Q02205
P53271;P25568
P53271;Q04301
P53271;P53947
P53271;P53104
P53271;P53947
P53271;P33894
P53271;Q08001
P53271;P17255
P53271;P47040
P53271;Q00582
P40094;Q12473
P40094;Q04602
P40094;Q04749
P40094;Q99190
P40094;P22203
P40094;Q04301
P40094;P40857
P40094;Q12096
P40094;P38865
P40094;P38929
P53037;Q04562
P53037;Q04749
P53037;P53838
P53037;P27514
P53037;Q05899
P53037;P47075
P53037;Q08743
P53037;P39981
P53037;P32609
P53037;P32578
P53079;P17261
P53079;P38358
P53079;P38742
P53079;P53104
P53079;Q07895
P53079;P38865
P53079;Q00582
P53079;P25591
P53079;Q07895
P53079;P20795
P47064;P38358
P47064;Q04749
P47064;Q12473
P47064;P32343
P47064;P36051
P47064;P38329
P47064;Q05899
P47064;P38273
P47064;Q08743
P47064;Q06651
P46682;Q07549
P46682;P14904
P46682;P39981
P46682;P14359
P46682;P27801
P46682;Q12096
P46682;Q12380
P46682;P40451
P46682;P42951
P46682;Q12324
Q08951;P38247
Q08951;Q03899
Q08951;P32837
Q08951;Q04749
Q08951;Q04602
Q08951;P27514
Q08951;P31412
Q08951;P20795
Q08951;P42839
Q08951;Q00582
P38153;P25568
P38153;P47040
P38153;P25613
P38153;P34756
P38153;P14359
P38153;Q12255
P38153;Q12380
P38153;Q08236
P38153;P38929
P38153;P32343
P38753;Q00582
P38753;P09232
P38753;Q08921
P38753;P32609
P38753;P38301
P38753;Q12527
P38753;Q12473
P38753;Q04562
P38753;P38244
P38753;Q04991
P40343;P40451
P40343;P07267
P40343;Q05521
P40343;P25568
P40343;P53129
P40343;Q12121
P40343;P38959
P40343;Q05637
P40343;P35845
P40343;P17261
P40350;P32318
P40350;P32939
P40350;P25613
P40350;Q03308
P40350;P41318
P40350;Q03899
P40350;Q04991
P40350;P32578
P40350;P32343
P40350;Q12473
P06105;Q12331
P06105;P53838
P06105;Q05899
P06105;P47075
P06105;P41318
P06105;P38356
P06105;P53747
P06105;Q12003
P06105;Q12241
P06105;P53838
P41806;P32939
P41806;P53882
P41806;P38929
P41806;P32366
P41806;P34756
P41806;P39968
P41806;Q04119
P41806;Q04301
P41806;P47170
P41806;P14772
P38221;P17255
P38221;Q04602
P38221;P53273
P38221;Q12473
P38221;P32913
P38221;Q12016
P38221;P32343
P38221;P32609
P38221;P36051
P38221;P38873
P38374;P53129
P38374;P34240
P38374;Q03897
P38374;Q08236
P38374;Q12324
P38374;Q04934
P38374;P53947
P38374;P34240
P38374;Q12324
P38374;Q03308
P48559;P32842
P48559;P38865
P48559;P32939
P48559;P25568
P48559;P53747
P48559;P47170
P48559;Q99190
P48559;P38273
P48559;Q06708
P48559;Q12096
P32916;P41318
P32916;P38821
P32916;P38247
P32916;Q04301
P32916;Q04991
P32916;Q04329
P32916;P14772
P32916;Q12096
P32916;P32343
P32916;P38316
P48415;P53290
P48415;P39968
P48415;Q05899
P48415;P18962
P48415;P36051
P48415;P35845
P48415;Q03899
P48415;P53104
P48415;P32912
P48415;Q12527
P53845;Q07895
P53845;P38358
P53845;Q03730
P53845;Q04934
P53845;P38358
P53845;P22855
P53845;Q02948
P53845;P32842
P53845;Q99385
P53845;P22855
Q08227;P47170
Q08227;P32609
Q08227;Q12408
Q08227;P32366
Q08227;P38959
Q08227;P38932
Q08227;Q04602
Q08227;P40152
Q08227;P18962
Q08227;Q02205
P16603;P53950
P16603;P38959
P16603;P32578
P16603;P38932
P16603;Q02725
P16603;P38316
P16603;P00729
P16603;Q99190
P16603;P38959
P16603;Q07468
Q00776;Q04991
Q00776;Q04749
Q00776;P47114
Q00776;Q04329
Q00776;P53129
Q00776;Q06651
Q00776;P17255
Q00776;P40501
Q00776;Q99385
Q00776;Q08743
P38261;P38778
P38261;P12868
P38261;P53011
P38261;P47082
P38261;P53273
P38261;P53747
P38261;P47082
P38261;P53950
P38261;P38273
P38261;P07267
P07560;Q04934
P07560;P47082
P07560;Q03308
P07560;P32842
P07560;Q12301
P07560;P32939
P07560;P47082
P07560;Q07895
P07560;P53011
P07560;P38778
P19658;Q99190
P19658;Q08236
P19658;P38270
P19658;P32609
P19658;P53273
P19658;P38778
P19658;P53882
P19658;Q08236
P19658;Q12042
P19658;P38182
P20606;P47040
P20606;P32912
P20606;Q05902
P20606;P53747
P20606;Q12473
P20606;P38356
P20606;P17261
P20606;Q04934
P20606;Q05899
P20606;Q07468
P38968;P27614
P38968;P32318
P38968;Q04749
P38968;Q12527
P38968;P22855
P38968;P32609
P38968;P41318
P38968;Q08236
P38968;P00729
P38968;P41807
P15303;P07267
P15303;P37302
P15303;P14772
P15303;Q04272
P15303;Q04934
P15303;P53104
P15303;P31412
P15303;P14904
P15303;Q03897
P15303;Q02948
P46989;P39981
P46989;P38778
P46989;P32343
P46989;P53838
P46989;P43601
P46989;P32386
P46989;Q08921
P46989;P53104
P46989;P38301
P46989;P25568
P17891;P53129
P17891;P40501
P17891;P38244
P17891;P34756
P17891;Q04491
P17891;P38310
P17891;P38244
P17891;P36062
P17891;P47114
P17891;Q06651
P22137;P38329
P22137;Q03897
P22137;P36062
P22137;Q06651
P22137;Q02205
P22137;Q08743
P22137;Q03308
P22137;Q08743
P22137;P38310
P22137;P17261
Q06686;P42951
Q06686;P53950
Q06686;Q07376
Q06686;P34756
Q06686;P47040
Q06686;P40857
Q06686;P07267
Q06686;P38358
Q06686;P32912
Q06686;P53950
P38263;Q03308
P38263;Q02725
P38263;P34756
P38263;P40152
P38263;P38301
P38263;Q04119
P38263;P32600
P38263;Q12121
P38263;Q99190
P38263;Q03897
Q05050;Q04119
Q05050;Q12003
Q05050;Q12331
Q05050;Q08921
Q05050;Q06708
Q05050;P32912
Q05050;P33894
Q05050;P18962
Q05050;P40061
Q05050;P09232
P46951;P38182
P46951;Q04272
P46951;P53290
P46951;Q04749
P46951;P38270
P46951;Q05902
P46951;P50944
P46951;Q07468
P46951;P42839
P46951;P17255
P38839;P38142
P38839;P38301
P38839;Q99385
P38839;Q07549
P38839;P38329
P38839;P27614
P38839;Q03730
P38839;P38836
P38839;Q05899
P38839;P47040
P38862;Q07549
P38862;P22855
P38862;P33894
P38862;Q04329
P38862;Q02205
P38862;P53838
P38862;Q04491
P38862;Q04301
P38862;Q03730
P38862;P47818
Q06410;P25591
Q06410;Q12042
Q06410;P47082
Q06410;Q12096
Q06410;P40857
Q06410;P39968
Q06410;P38247
Q06410;Q05902
Q06410;P47818
P39108;Q04602
P39108;P38182
P39108;P38865
P39108;P42951
P39108;Q04991
P39108;P32386
P39108;Q07376
P39108;P38836
P39108;P31412
P39108;P41807
P35056;Q07895
P35056;P40061
P35056;Q02725
P35056;Q03308
P35056;P40501
P35056;P38778
P35056;P38142
P35056;P38301
P35056;P38929
P35056;P38301
P21269;P38247
P21269;Q99385
P21269;Q12473
P21269;Q12042
P21269;Q04562
P21269;Q04749
P21269;P32837
P21269;P38959
P21269;P25568
P21269;P53838
P47112;Q08001
P47112;P33894
P47112;P38273
P47112;P36062
P47112;P14359
P47112;P38316
P47112;P35845
P47112;P20795
P47112;Q04491
P47112;P32912
P53303;P35845
P53303;Q05637
P53303;Q06708
P53303;P32609
P53303;Q12003
P53303;Q06708
P53303;P34240
P53303;P38310
P53303;P25568
P53303;P12868
P32357;Q12324
P32357;P38821
P32357;P34756
P32357;P14904
P32357;P42836
P32357;P32578
P32357;P22203
P32357;Q04329
P32357;Q00582
P32357;Q08236
Q03497;P53838
Q03497;P38742
Q03497;P41318
Q03497;P34756
Q03497;Q04491
Q03497;Q12255
Q03497;P53882
Q03497;Q12241
Q03497;Q07468
Q03497;Q08743
P0C0W9;P09232
P0C0W9;P53747
P0C0W9;P38329
P0C0W9;P00729
P0C0W9;P41318
P0C0W9;P09232
P0C0W9;Q04934
P0C0W9;P32609
P0C0W9;P32386
P0C0W9;Q04602
Q07395;P38244
Q07395;P33894
Q07395;P32600
Q07395;Q12255
Q07395;P32609
Q07395;Q02725
Q07395;P12868
Q07395;P40003
Q07395;P32343
Q07395;P25568
P39984;Q04602
P39984;Q08921
P39984;Q05521
P39984;P38244
P39984;P47040
P39984;Q03897
P39984;P53950
P39984;P18962
P39984;Q03730
P39984;Q08743
Q04005;Q08743
Q04005;Q12096
Q04005;P40857
Q04005;P53882
Q04005;Q08921
Q04005;P32600
Q04005;P39981
Q04005;P32912
Q04005;P39981
Q04005;P47075
P40084;P38742
P40084;P42836
P40084;P33894
P40084;P42839
P40084;P53838
P40084;Q12121
P40084;P32318
P40084;P22855
P40084;Q04749
P40084;P34756
P41920;P53950
P41920;Q04602
P41920;P53950
P41920;Q04272
P41920;Q06708
P41920;Q00582
P41920;P53950
P41920;Q12527
P41920;Q12121
P41920;P17255
Q07532;Q07549
Q07532;P53882
Q07532;P33894
Q07532;P39968
Q07532;P53747
Q07532;P40003
Q07532;P32578
Q07532;P38270
Q07532;P40451
Q07532;P38142
P31539;P34756
P31539;P38142
P31539;Q12331
P31539;P38358
P31539;P42839
P31539;Q04934
P31539;Q12527
P31539;P07267
P31539;P53191
P31539;P38270
P14680;P38778
P14680;P38836
P14680;P47075
P14680;P38310
P14680;P53947
P14680;P32913
P14680;P34756
P14680;P53191
P14680;P42951
P14680;Q12241
P30771;P42839
P30771;P53290
P30771;P32913
P30771;Q05521
P30771;Q07549
P30771;P27514
P30771;P47818
P30771;P07267
P30771;Q03897
P30771;P22203
Q05583;Q03308
Q05583;P32913
Q05583;Q04562
Q05583;Q03730
Q05583;P40152
Q05583;Q12096
Q05583;P53882
Q05583;Q12121
Q05583;P40152
Q05583;P38164
P04147;P47170
P04147;Q04991
P04147;Q03897
P04147;P35845
P04147;P38142
P04147;P14359
P04147;P40451
P04147;P53129
P04147;Q12241
P04147;Q04119
P40160;Q12324
P40160;P38247
P40160;P41318
P40160;Q03730
P40160;P38164
P40160;Q07376
P40160;P32912
P40160;P32842
P40160;P32366
P40160;P47114
P36421;Q99190
P36421;P40451
P36421;Q05521
P36421;P32609
P36421;P37302
P36421;P38873
P36421;Q12121
P36421;P38247
P36421;Q06708
P36421;P38176
P38879;P35845
P38879;P34240
P38879;Q12241
P38879;Q12331
P38879;P14359
P38879;Q12042
P38879;Q08236
P38879;P32842
P38879;P32939
P38879;P27614
Q02642;Q04562
Q02642;Q12096
Q02642;Q08474
Q02642;P25591
Q02642;P53838
Q02642;P33894
Q02642;P38270
Q02642;P00729
Q02642;P38742
Q02642;Q12096
P32485;P32343
P32485;Q12255
P32485;Q12003
P32485;Q05521
P32485;P38244
P32485;P38929
P32485;P14772
P32485;P40061
P32485;P09232
P32485;Q04749
P32432;P53191
P32432;P38164
P32432;Q05902
P32432;Q04749
P32432;Q04119
P32432;P34756
P32432;P38176
P32432;P00729
P32432;P47170
P32432;P39981
Q12468;P40857
Q12468;Q12331
Q12468;P22855
Q12468;P42951
Q12468;P53273
Q12468;Q12241
Q12468;P25568
Q12468;P53129
Q12468;Q06651
Q12468;Q12096
Q04377;P38301
Q04377;Q05902
Q04377;Q12380
Q04377;P53011
Q04377;P32913
Q04377;Q12016
Q04377;Q03308
Q04377;Q02725
Q04377;Q99385
Q04377;P32842
P17442;P17261
P17442;P39968
P17442;Q12301
P17442;Q04329
P17442;Q04749
P17442;Q99190
P17442;Q05521
P17442;P17261
P17442;Q12255
P17442;Q08921
Q07688;P34240
Q07688;Q04934
Q07688;P42836
Q07688;P27614
Q07688;P38836
Q07688;Q05637
Q07688;Q02205
Q07688;Q07895
Q07688;Q04491
Q07688;P17261
P07278;P43601
P07278;P09232
P07278;P47170
P07278;Q05902
P07278;Q06708
P07278;Q04991
P07278;P40857
P07278;Q08474
P07278;Q04491
P07278;Q06708
P49775;P47082
P49775;P32913
P49775;P32913
P49775;P47114
P49775;P31412
P49775;P27514
P49775;Q02948
P49775;Q04329
P49775;Q04991
P49775;P42836
P43582;P39968
P43582;P40451
P43582;P42839
P43582;Q05902
P43582;Q06651
P43582;Q07468
P43582;P25568
P43582;P53104
P43582;P39968
P43582;Q04272
Q05043;P38244
Q05043;Q12016
Q05043;P17255
Q05043;Q12255
Q05043;Q07468
Q05043;Q08474
Q05043;P38778
Q05043;P34756
Q05043;Q07549
Q05043;P17261
P36023;P38316
P36023;P53104
P36023;Q04562
P36023;Q03897
P36023;P22203
P36023;P38742
P36023;P31412
P36023;Q05637
P36023;Q08236
P36023;P38329
Q04847;Q04301
Q04847;Q00582
Q04847;P43560
Q04847;Q02205
Q04847;P25568
Q04847;P33894
Q04847;P38329
Q04847;Q04329
Q04847;Q12473
Q04847;Q02948
P39015;P53273
P39015;P32837
P39015;P32600
P39015;P47075
P39015;P47114
P39015;P47818
P39015;P31412
P39015;Q12121
P39015;P32600
P39015;Q03308
P25644;Q07468
P25644;P38176
P25644;P32343
P25644;P38176
P25644;P32939
P25644;P47082
P25644;Q04329
P25644;P14359
P25644;P36062
P25644;P40061
P40484;P25613
P40484;Q04991
P40484;P40857
P40484;Q12527
P40484;P32842
P40484;P53129
P40484;Q05637
P40484;P36062
P40484;Q12042
P40484;Q04934
P53281;Q03308
P53281;P38176
P53281;P38270
P53281;P32842
P53281;P40152
P53281;Q02725
P53281;Q06651
P53281;P43601
P53281;P53104
P53281;P25591
Q02793;P38164
Q02793;P14904
Q02793;Q08743
Q02793;Q99190
Q02793;Q02948
Q02793;Q12473
Q02793;Q08921
Q02793;P14359
Q02793;Q05637
Q02793;P38329
P25293;P09232
P25293;P38959
P25293;Q12380
P25293;Q12003
P25293;P36062
P25293;P38247
P25293;Q04991
P25293;P32578
P25293;P50944
P25293;P09232
P40554;P27514
P40554;P25568
P40554;P38301
P40554;Q99385
P40554;P14359
P40554;P12868
P40554;Q05902
P40554;Q12324
P40554;P32842
P40554;P42951
P53082;P40003
P53082;P53747
P53082;P32386
P53082;P32343
P53082;P32578
P53082;P43601
P53082;Q03730
P53082;P38959
P53082;P32366
P53082;P40501
P40565;P47040
P40565;Q04119
P40565;P38356
P40565;P53947
P40565;P22855
P40565;P09232
P40565;P14359
P40565;P38865
P40565;Q03730
P40565;P47114
P47019;Q12016
P47019;P17261
P47019;Q03730
P47019;Q99385
P47019;Q12331
P47019;P38836
P47019;P47075
P47019;Q08001
P47019;P40061
P47019;Q02948
Q03677;P50944
Q03677;P38742
Q03677;Q12527
Q03677;Q08743
Q03677;P27801
Q03677;P09232
Q03677;P14772
Q03677;P42951
Q03677;P47818
Q03677;Q06708
Q12055;P00729
Q12055;P27514
Q12055;Q99190
Q12055;Q99190
Q12055;Q07895
Q12055;Q05637
Q12055;P17255
Q12055;P32913
Q12055;P41807
Q12055;P47818
P22141;Q12473
P22141;P47075
P22141;P38142
P22141;P18962
P22141;Q05899
P22141;P53882
P22141;P14904
P22141;P32913
P22141;P32366
P22141;P41807
P25451;P32386
P25451;P41318
P25451;P32366
P25451;Q99385
P25451;Q12042
P25451;P53191
P25451;P38176
P25451;P36062
P25451;P27614
P25451;P38865
P38624;P38244
P38624;P14772
P38624;P41807
P38624;Q04749
P38624;Q12473
P38624;Q12473
P38624;Q12255
P38624;Q12255
P38624;Q05902
P38624;Q12527
P53930;P07267
P53930;Q07376
P53930;Q03730
P53930;P38164
P53930;P38247
P53930;Q03899
P53930;P42839
P53930;P40451
P53930;P39968
P53930;Q04562
P40302;P32386
P40302;Q02725
P40302;Q12527
P40302;P47114
P40302;P38836
P40302;Q04749
P40302;P42839
P40302;P14359
P40302;P35845
P40302;Q04991
P23724;P07267
P23724;P53747
P23724;P38873
P23724;P17261
P23724;P53882
P23724;P39968
P23724;P35845
P23724;Q12331
P23724;Q03730
P23724;P53950
P23639;P38316
P23639;P42951
P23639;P38310
P23639;P47040
P23639;Q04991
P23639;P32939
P23639;P36062
P23639;P38176
P23639;Q04749
P23639;P38270
P23638;P00729
P23638;P31412
P23638;P41807
P23638;P53947
P23638;Q04329
P23638;Q04491
P23638;P53129
P23638;P36062
P23638;Q06708
P23638;P39923
P32379;Q03897
P32379;P32837
P32379;P47170
P32379;Q12380
P32379;Q00582
P32379;Q12016
P32379;Q12003
P32379;P53290
P32379;Q12473
P32379;P53947
P25043;P53747
P25043;Q12096
P25043;P25568
P25043;P47082
P25043;P27614
P25043;Q04934
P25043;P34756
P25043;Q12016
P25043;P39981
P25043;Q12473
P46947;Q12042
P46947;P38244
P46947;Q08743
P46947;P17255
P46947;P25568
P46947;Q03899
P46947;P53947
P46947;P40152
P46947;P39981
P46947;P38358
P05759;P07806
P05759;P38816
P05759;Q12122
P05759;P07266
P05759;Q03713
P05759;P54964
P05759;P34111
P05759;Q12305
P05759;P40050
P05759;P22354
P29496;P32787
P29496;P48567
P29496;P07257
P29496;P38523
P29496;P39533
P29496;P21954
P29496;Q02772
P29496;P08417
P29496;P36526
P29496;P47025
P38111;P32787
P38111;P08456
P38111;Q12287
P38111;P32875
P38111;P46681
P38111;P37298
P38111;Q04935
P38111;P38969
P38111;P04840
P38111;Q08645
P15938;Q04401
P15938;P38910
P15938;P09457
P15938;P80235
P15938;P16387
P15938;P04803
P15938;P53299
P15938;P27692
P15938;P38231
P15938;P36013
P40090;P03875
P40090;P38793
P40090;Q03713
P40090;P15565
P40090;P38169
P40090;P50088
P40090;P25642
P40090;P10127
P40090;P38921
P40090;P35191
Q04002;P53260
Q04002;P10566
Q04002;P38088
Q04002;P10355
Q04002;P32473
Q04002;Q05863
Q04002;P22135
Q04002;P39112
Q04002;P32333
Q04002;Q05863
Q08004;P33759
Q08004;P07236
Q08004;P18239
Q08004;Q01852
Q08004;P18544
Q08004;P38793
Q08004;P16622
Q08004;P39533
Q08004;P38909
Q08004;Q12142
P34078;P38228
P34078;P36525
P34078;P53077
P34078;P53944
P34078;P21560
P34078;P38790
P34078;P36038
P34078;Q02608
P34078;P47065
P34078;Q92328
P33418;P04039
P33418;Q06177
P33418;Q04458
P33418;P18409
P33418;P46655
P33418;P32445
P33418;P00445
P33418;Q03673
P33418;P36527
P33418;Q12142
P19880;P21801
P19880;P53070
P19880;P36523
P19880;Q03702
P19880;Q03667
P19880;P49775
P19880;P38120
P19880;P32830
P19880;P32897
P19880;P28239
P25298;P32787
P25298;P53297
P25298;Q06625
P25298;P40047
P25298;P53077
P25298;P32875
P25298;P38325
P25298;P25349
P25298;P10662
P25298;O14464
P43563;P25846
P43563;P17695
P43563;P37298
P43563;Q12171
P43563;Q12375
P43563;P40495
P43563;P53220
P43563;Q08622
P43563;P18409
P43563;P38812
Q99257;P00420
Q99257;Q01802
Q99257;P08417
Q99257;Q08749
Q99257;P40035
Q99257;P36519
Q99257;Q08058
Q99257;P32902
Q99257;P33421
Q99257;P40825
P20433;Q06090
P20433;Q04401
P20433;P53299
P20433;P00045
P20433;P36152
P20433;P38702
P20433;P38341
P20433;P35200
P20433;P04840
P20433;P33448
P34087;Q04311
P34087;P38885
P34087;P08456
P34087;Q12031
P34087;P36519
P34087;P36523
P34087;P00427
P34087;Q08952
P34087;P25374
P34087;P38824
P47017;P38127
P47017;Q03778
P47017;P38341
P47017;P40098
P47017;P14693
P47017;P25646
P47017;Q01519
P47017;P33759
P47017;Q12339
P47017;P37267
P38989;P46972
P38989;P49334
P38989;P38910
P38989;P00830
P38989;P14908
P38989;Q04458
P38989;P36527
P38989;P21560
P38989;P47015
P38989;P32493
Q12267;P38162
Q12267;P43635
Q12267;P18239
Q12267;P35200
Q12267;P12689
Q12267;P38812
Q12267;P38077
Q12267;P36521
Q12267;P38345
Q12267;P53239
Q12098;P25642
Q12098;P00445
Q12098;P33751
Q12098;P48360
Q12098;Q02608
Q12098;P41735
Q12098;P40825
Q12098;P53230
Q12098;P07266
Q12098;P32453
P09959;P08417
P09959;Q06668
P09959;P38064
P09959;Q08742
P09959;P09440
P09959;P21954
P09959;Q02608
P09959;P18900
P09959;P07884
P09959;P07257
P46970;P42834
P46970;P22135
P46970;P53260
P46970;P43582
P46970;Q12487
P46970;P36531
P46970;P21801
P46970;P19882
P46970;Q12339
P46970;P40858
P43583;Q12375
P43583;P26364
P43583;Q01163
P43583;P25374
P43583;Q02776
P43583;P50273
P43583;Q03557
P43583;Q01802
P43583;P38264
P43583;Q08230
Q08920;Q07540
Q08920;P38793
Q08920;P07236
Q08920;P47158
Q08920;Q92328
Q08920;P38793
Q08920;Q03218
Q08920;P39533
Q08920;P16387
Q08920;P07806
P32526;Q04472
P32526;Q01163
P32526;P36112
P32526;P39522
P32526;P38162
P32526;Q04472
P32526;P49017
P32526;P20107
P32526;Q03151
P32526;P38162
Q12386;P32191
Q12386;Q06143
Q12386;P46681
Q12386;P32874
Q12386;P53615
Q12386;P39965
Q12386;P49017
Q12386;P00927
Q12386;P53239
Q12386;Q02825
P38198;P23644
P38198;Q03667
P38198;Q12122
P38198;Q08023
P38198;Q06625
P38198;P40159
P38198;P38114
P38198;P48237
P38198;P39006
P38198;P40156
P53267;P35731
P53267;Q04311
P53267;P17558
P53267;P47158
P53267;P32875
P53267;P47140
P53267;Q12071
P53267;Q06324
P53267;P06197
P53267;P38120
P38991;P12686
P38991;P04039
P38991;Q12328
P38991;P38921
P38991;P39722
P38991;P18409
P38991;P09440
P38991;P32344
P38991;Q04311
P38991;P38812
P32380;Q08742
P32380;Q04599
P32380;Q06678
P32380;P18900
P32380;Q04311
P32380;P39717
P32380;P39522
P32380;P40556
P32380;P35731
P32380;P46681
P40457;P32388
P40457;P38077
P40457;P15424
P40457;P36147
P40457;P08466
P40457;Q06563
P40457;P19516
P40457;P22135
P40457;P33448
P40457;P38824
Q01649;Q00711
Q01649;P38088
Q01649;P00127
Q01649;P14284
Q01649;P40858
Q01649;P46655
Q01649;Q12233
Q01649;P07342
Q01649;P28241
Q01649;P40491
P38863;P53233
P38863;Q03151
P38863;P38702
P38863;P16658
P38863;P53944
P38863;P13433
P38863;P53721
P38863;P38323
P38863;Q12283
P38863;Q08023
P53540;P38341
P53540;Q04935
P53540;P53077
P53540;P46655
P53540;P39533
P53540;P19956
P53540;Q01163
P53540;P38072
P53540;Q07540
P53540;P38169
Q12236;P47141
Q12236;P35191
Q12236;P00830
Q12236;P40047
Q12236;P40961
Q12236;Q04748
Q12236;P53733
Q12236;P38300
Q12236;P28778
Q12236;Q12233
P38203;P12695
P38203;P09624
P38203;P06168
P38203;Q12374
P38203;P40513
P38203;P53615
P38203;P49334
P38203;P07170
P38203;P47065
P38203;P00854
P20050;Q08162
P20050;Q01519
P20050;P32445
P20050;P39518
P20050;P07170
P20050;P38162
P20050;P33421
P20050;P53083
P20050;P39965
Q06032;P38824
Q06032;P38921
Q06032;P38228
Q06032;Q12375
Q06032;P32902
Q06032;P38077
Q06032;Q12039
Q06032;P38825
Q06032;Q04408
Q06032;P35996
P31111;P53157
P31111;P38705
P31111;P28737
P31111;Q02608
P31111;P42834
P31111;P39533
P31111;P53944
P31111;P39112
P31111;P20967
P31111;P40825
P38859;P27895
P38859;Q99373
P38859;Q07821
P38859;P14063
